,Sentence_id,pmid,sentence,tag
8757,884,10757272,"Medical safety, measured as complication frequency and lag time from symptoms to intervention, during the first 3 years of the observation period, was similar in the NG and the UG",results
8758,884,10757272, The total number of interventions due to symptoms from prostate cancer was also similar in both groups,results
8759,884,10757272, The analysis of accessibility and the HAD scale showed no significant differences between the groups,results
8760,884,10757272," The mean outpatient cost (excluding pharmaceutical costs) per patient was lower in the NG compared to the UG, especially among patients without metastases at inclusion (37% lower cost)",results
8761,884,10757272,,results
8762,885,25939017,Both CBT and RT groups reported reduced depressive affect,results
8763,885,25939017, The CBT group reported improved emotional well-being/quality of life and less cancer-specific thought intrusions,results
8764,885,25939017, The RT group reported improvements on illness-related social disruption,results
8765,885,25939017," Regarding stress management resources, the CBT group reported increased reliability of social support networks, while the RT group reported increased confidence in relaxation skills",results
8766,885,25939017, Psychological adaptation and stress management resource constructs were unchanged in the HE control group,results
8767,885,25939017,,results
8768,886,15199111,The calcium risk ratio for hyperplastic polyps was 0,results
8769,886,15199111,82 (95% CI = 0,results
8770,886,15199111,67 to 1,results
8771,886,15199111,"00), that for tubular adenomas was 0",results
8772,886,15199111,89 (95% CI = 0,results
8773,886,15199111,77 to 1,results
8774,886,15199111,"03), and that for histologically advanced neoplasms was 0",results
8775,886,15199111,65 (95% CI = 0,results
8776,886,15199111,46 to 0,results
8777,886,15199111,93) compared with patients assigned to placebo,results
8778,886,15199111, There were no statistically significant differences between the risk ratio for tubular adenomas and that for other types of polyps,results
8779,886,15199111," The effect of calcium supplementation on adenoma risk was most pronounced among individuals with high dietary intakes of calcium and fiber and with low intake of fat, but the interactions were not statistically significant",results
8780,886,15199111,,results
8781,887,12610195,Twenty-seven patients completed six cycles of cisplatin chemotherapy: 13 patients in group one and 14 patients in group two,results
8782,887,12610195, The incidence of neurotoxicity was significantly lower in group one (30,results
8783,887,12610195,7%) than it was in group two (85,results
8784,887,12610195,7%; P &lt;,results
8785,887,12610195,01),results
8786,887,12610195," The severity of neurotoxicity, measured with a comprehensive neurotoxicity score based on clinical and neurophysiological parameters, was significantly lower in patients who were supplemented with vitamin E than in patients who were not supplemented with vitamin E (2 v 4",results
8787,887,12610195,"7, P &lt;",results
8788,887,12610195,01),results
8789,887,12610195," The results of the preclinical studies showed that when cisplatin was combined with vitamin E, no differences were observed in tumor weight inhibition, tumor growth delay, or life span as compared with treatment with cisplatin alone",results
8790,887,12610195,,results
8791,888,12772189,The Diet and Exercise and the Exercise alone groups had lower serum insulin and IGF-1 but higher IGFBP-1 compared to Controls,results
8792,888,12772189, LNCaP cell growth was reduced in both groups compared to Control and there was a major increase in apoptosis of tumor cells,results
8793,888,12772189,,results
8794,889,16294343,Fifty-one of 84 couples randomized to treatment completed the intervention (61%),results
8795,889,16294343, Attendance by the partner did not affect outcomes,results
8796,889,16294343, Participants completing the intervention demonstrated improvement in male overall distress (P &lt; 0,results
8797,889,16294343,"01), male global sexual function (P &lt; 0",results
8798,889,16294343,"0001), and female global sexual function (P &lt; 0",results
8799,889,16294343,"05) at 3-month follow-up, but regression toward baseline was noted at 6-month follow-up",results
8800,889,16294343," However, utilization of ED treatments increased from 31% at the time of study entry to 49% at the 6-month follow-up (P = 0",results
8801,889,16294343,003),results
8802,889,16294343,,results
8803,890,17351987,BFI scores were higher in the participant group (p=0,results
8804,890,17351987,06),results
8805,890,17351987," In the intervention group, the median HADS score for depression was 9 at the beginning and 7 after the fourth appointment (p=0",results
8806,890,17351987,021),results
8807,890,17351987, The median BFI score changed from 5,results
8808,890,17351987,7 to 4,results
8809,890,17351987,1 (p=0,results
8810,890,17351987,24),results
8811,890,17351987, The anxiety score was in the normal range from the beginning,results
8812,890,17351987,,results
8813,891,27842926,"44 patients (M:F, 29:15) were randomised, 23 received jejunal supplements",results
8814,891,27842926, There were no differences between the groups,results
8815,891,27842926, Percentage of calculated energy requirement received was greater in the supplemented group at weeks 3 and 6 (p\u00a0&lt;\u00a00,results
8816,891,27842926,0001),results
8817,891,27842926, Oral energy intake was not different between the groups at any time period,results
8818,891,27842926," After hospital discharge, there were no differences in MFI-20, EQ5D and QLQ-OES18 scores at any time point",results
8819,891,27842926, From hospital discharge fatigue improved and plateaued at 6 weeks (p\u00a0&lt;\u00a00,results
8820,891,27842926,"05 for both groups), independence at 12 weeks (p\u00a0&lt;\u00a00",results
8821,891,27842926,05 for both groups),results
8822,891,27842926, No improvement was seen in quality of life until 24 weeks in the active group alone (p\u00a0&lt;\u00a00,results
8823,891,27842926,02) and not at all in the control group,results
8824,891,27842926,,results
8825,892,12394349,"All participants had some familial history of breast cancer, but none had a family history indicative of autosomal dominant genetic mutation",results
8826,892,12394349, At baseline over three fourths of the sample judged themselves to be appropriate candidates for testing,results
8827,892,12394349," By the end of the survey, two thirds (70%) of the women in the counseling group still judged themselves to be appropriate candidates for testing",results
8828,892,12394349, Findings were similar for interest in genetic testing,results
8829,892,12394349, Changes in beliefs about genetic testing (e,results
8830,892,12394349,g,results
8831,892,12394349,", beliefs about potential stigma associated with testing) altered the effects of counseling",results
8832,892,12394349,,results
8833,893,16170170,"Women in the highest quartile of plasma total carotenoid concentration had significantly reduced risk for a new breast cancer event (HR, 0",results
8834,893,16170170,"57; 95% CI, 0",results
8835,893,16170170,37 to 0,results
8836,893,16170170,"89), controlled for covariates influencing breast cancer prognosis",results
8837,893,16170170,,results
8838,894,9817287,Ten of 60 patients were lost to follow-up(LTFU) or refused further treatment (RFT) before the 6-week evaluation and were not assessable for toxicity and response,results
